Username,Grade,Attempt Number,Date,Status,Duration,,,,,,,
20150116,2 ,13,8/24/2015 9:15,Completed,0:00:19,,,,,,,
20150116,1 ,14,8/24/2015 9:16,Completed,0:00:30,,,,,,,
20150116,2 ,15,8/24/2015 9:17,Completed,0:00:48,,,,,,,
20150369,1 ,1,8/23/2015 12:55,Completed,0:03:10,,,,,,,
20150369,3 ,2,8/23/2015 12:57,Completed,0:02:15,,,,,,,
20150677,0 ,1,8/24/2015 20:15,Completed,0:00:33,,,,,,,
20150677,0 ,2,8/24/2015 20:17,Completed,0:01:11,,,,,,,
20150677,1 ,3,8/24/2015 20:19,Completed,0:01:34,,,,,,,
20150677,0 ,4,8/24/2015 20:26,Completed,0:01:59,,,,,,,
20150677,1 ,5,8/24/2015 20:29,Completed,0:01:15,,,,,,,
20150677,1 ,6,8/24/2015 20:30,Completed,0:00:53,,,,,,,
20150677,2 ,7,8/24/2015 20:32,Completed,0:01:41,,,,,,,
20150677,2 ,8,8/24/2015 20:33,Completed,0:00:21,,,,,,,
20150677,1 ,9,8/24/2015 20:35,Completed,0:01:06,,,,,,,
20150677,2 ,10,8/24/2015 20:38,Completed,0:01:43,,,,,,,
20151086,3 ,1,8/30/2015 11:42,Completed,0:05:36,,,,,,,
20150043,0 ,1,9/19/2015 12:18,Completed,0:01:19,,,,,,,
20150043,2 ,2,9/19/2015 15:35,Completed,0:00:24,,,,,,,
20150301,2 ,1,8/24/2015 6:59,Completed,0:00:43,,,,,,,
20150667,1 ,1,8/28/2015 21:01,Completed,0:06:09,,,,,,,
20150667,2 ,2,8/28/2015 21:11,Completed,0:09:11,,,,,,,
20150667,2 ,3,8/28/2015 21:17,Completed,0:04:42,,,,,,,
20150667,1 ,4,8/28/2015 21:22,Completed,0:04:02,,,,,,,
20150667,2 ,5,8/28/2015 21:27,Completed,0:04:48,,,,,,,
20150667,2 ,6,8/28/2015 21:29,Completed,0:01:21,,,,,,,
20150667,2 ,7,8/28/2015 21:32,Completed,0:02:29,,,,,,,
20150667,3 ,8,8/28/2015 21:41,Completed,0:08:44,,,,,,,
20150667,2 ,9,8/28/2015 21:46,Completed,0:03:25,,,,,,,
20150667,2 ,10,8/28/2015 21:47,Completed,0:01:03,,,,,,,
20150667,3 ,11,8/28/2015 21:48,Completed,0:00:22,,,,,,,
20150667,3 ,12,8/28/2015 21:52,Completed,0:01:47,,,,,,,
20150667,2 ,13,8/28/2015 21:53,Completed,0:01:29,,,,,,,
20150667,3 ,14,8/28/2015 21:55,Completed,0:01:45,,,,,,,
20150667,2 ,15,8/28/2015 22:03,Completed,0:04:53,,,,,,,
20150667,3 ,16,8/28/2015 22:12,Completed,0:03:09,,,,,,,
20150667,2 ,17,8/28/2015 22:12,Completed,0:00:21,,,,,,,
20150667,3 ,18,8/28/2015 22:15,Completed,0:02:59,,,,,,,
20150667,2 ,19,8/28/2015 22:17,Completed,0:01:22,,,,,,,
20150667,3 ,20,8/28/2015 22:19,Completed,0:01:20,,,,,,,
20150667,2 ,21,8/28/2015 22:20,Completed,0:00:20,,,,,,,
20150667,3 ,22,8/28/2015 22:21,Completed,0:00:49,,,,,,,
20150667,3 ,23,8/28/2015 22:22,Completed,0:00:16,,,,,,,
20150667,3 ,24,8/28/2015 22:23,Completed,0:00:35,,,,,,,
20150667,3 ,25,8/28/2015 22:24,Completed,0:00:21,,,,,,,
20150667,2 ,26,8/28/2015 22:25,Completed,0:00:26,,,,,,,
20150667,3 ,27,8/28/2015 22:26,Completed,0:00:20,,,,,,,
20150667,3 ,28,8/28/2015 22:27,Completed,0:00:19,,,,,,,
20150667,3 ,29,8/28/2015 22:27,Completed,0:00:31,,,,,,,
20150667,3 ,30,8/28/2015 22:28,Completed,0:00:32,,,,,,,
20150667,3 ,31,8/28/2015 22:31,Completed,0:03:05,,,,,,,
20150667,3 ,32,8/28/2015 22:38,Completed,0:00:12,,,,,,,
20150667,3 ,33,8/28/2015 22:45,Completed,0:06:49,,,,,,,
20150667,3 ,34,9/19/2015 14:38,Completed,0:00:37,,,,,,,
20150667,3 ,35,9/19/2015 14:40,Completed,0:01:11,,,,,,,
20150667,3 ,36,9/19/2015 14:41,Completed,0:00:57,,,,,,,
20150667,3 ,37,9/19/2015 14:42,Completed,0:00:25,,,,,,,
20150667,3 ,38,9/19/2015 14:43,Completed,0:00:21,,,,,,,
20150667,3 ,39,9/19/2015 14:43,Completed,0:00:27,,,,,,,
20150667,3 ,40,9/19/2015 14:45,Completed,0:01:08,,,,,,,
20150667,3 ,41,9/19/2015 14:45,Completed,0:00:17,,,,,,,
20150667,3 ,42,9/19/2015 14:47,Completed,0:00:57,,,,,,,
20150667,3 ,43,9/19/2015 14:48,Completed,0:00:34,,,,,,,
20150667,3 ,44,9/19/2015 14:48,Completed,0:00:33,,,,,,,
20150667,3 ,45,9/19/2015 14:49,Completed,0:00:20,,,,,,,
20150667,3 ,46,9/19/2015 14:50,Completed,0:01:03,,,,,,,
20150667,3 ,47,9/19/2015 14:51,Completed,0:00:24,,,,,,,
20150139,1 ,1,8/25/2015 21:42,Completed,0:00:52,,,,,,,
20150139,2 ,2,9/19/2015 11:49,Completed,0:00:40,,,,,,,
20150978,3 ,1,8/25/2015 22:03,Completed,0:00:29,,,,,,,
20151021,1 ,1,8/30/2015 11:07,Completed,0:02:31,,,,,,,
20151021,2 ,2,8/30/2015 11:10,Completed,0:00:45,,,,,,,
20151021,2 ,3,8/30/2015 11:14,Completed,0:03:20,,,,,,,
20151021,3 ,4,8/30/2015 11:19,Completed,0:02:26,,,,,,,
20150329,3 ,1,8/29/2015 9:29,Completed,0:01:18,,,,,,,
20150329,2 ,2,8/29/2015 9:35,Completed,0:05:07,,,,,,,
20150329,0 ,3,8/29/2015 9:37,Completed,0:02:09,,,,,,,
20150329,2 ,4,8/29/2015 9:39,Completed,0:01:10,,,,,,,
20150329,0 ,5,8/29/2015 9:56,Completed,0:17:00,,,,,,,
20150329,3 ,6,9/19/2015 11:59,Completed,0:04:25,,,,,,,
20150329,3 ,7,9/19/2015 12:04,Completed,0:03:57,,,,,,,
20150590,1 ,1,8/29/2015 20:02,Completed,0:01:36,,,,,,,
20150590,0 ,2,8/29/2015 20:04,Completed,0:00:51,,,,,,,
20150590,0 ,3,8/29/2015 20:54,Completed,0:17:14,,,,,,,
20150910,3 ,1,8/24/2015 21:54,Completed,0:02:16,,,,,,,
20150910,3 ,2,8/30/2015 19:52,Completed,0:04:35,,,,,,,
20150910,2 ,3,9/19/2015 15:45,Completed,0:01:42,,,,,,,
20150910,1 ,4,9/19/2015 15:47,Completed,0:01:05,,,,,,,
20151110,3 ,1,8/21/2015 14:02,Completed,0:00:47,,,,,,,
20151110,2 ,2,8/21/2015 14:05,Completed,0:00:52,,,,,,,
20151110,0 ,3,8/21/2015 14:08,Completed,0:02:16,,,,,,,
20151110,2 ,4,8/21/2015 14:09,Completed,0:00:41,,,,,,,
20151110,1 ,5,8/21/2015 14:12,Completed,0:01:02,,,,,,,
20151110,1 ,6,8/21/2015 14:15,Completed,0:02:09,,,,,,,
20151110,3 ,7,8/21/2015 14:16,Completed,0:00:37,,,,,,,
20151110,3 ,8,8/21/2015 14:17,Completed,0:00:24,,,,,,,
20151110,1 ,9,9/18/2015 0:09,Completed,0:01:58,,,,,,,
20151110,1 ,10,9/18/2015 0:11,Completed,0:00:44,,,,,,,
20151110,2 ,11,9/18/2015 0:17,Completed,0:05:08,,,,,,,
20151110,3 ,12,9/18/2015 9:20,Completed,0:00:42,,,,,,,
20151110,2 ,13,9/18/2015 9:24,Completed,0:00:28,,,,,,,
20151110,1 ,14,9/18/2015 9:25,Completed,0:00:36,,,,,,,
20151110,3 ,15,9/18/2015 9:26,Completed,0:00:19,,,,,,,
20151110,3 ,16,9/18/2015 9:30,Completed,0:02:19,,,,,,,
20151110,3 ,17,9/18/2015 9:38,Completed,0:00:28,,,,,,,
20151110,3 ,18,9/18/2015 9:38,Completed,0:00:26,,,,,,,
20151110,1 ,19,9/18/2015 9:40,Completed,0:01:05,,,,,,,
20151110,2 ,20,9/18/2015 9:41,Completed,0:00:38,,,,,,,
20151110,3 ,21,9/18/2015 9:42,Completed,0:00:22,,,,,,,
20151135,2 ,1,8/23/2015 11:25,Completed,0:01:52,,,,,,,
20151135,2 ,2,8/23/2015 11:29,Completed,0:03:31,,,,,,,
20151135,3 ,3,8/23/2015 11:33,Completed,0:03:03,,,,,,,
20151135,3 ,4,9/13/2015 17:17,Completed,0:03:32,,,,,,,
20151135,3 ,5,9/13/2015 17:20,Completed,0:00:51,,,,,,,
20150450,2 ,1,8/26/2015 22:42,Completed,0:01:58,,,,,,,
20150450,1 ,2,8/26/2015 22:54,Completed,0:11:02,,,,,,,
20150450,3 ,3,8/26/2015 23:05,Completed,0:11:03,,,,,,,
20150450,3 ,4,8/26/2015 23:16,Completed,0:09:38,,,,,,,
20150167,1 ,1,8/23/2015 21:24,Completed,0:02:01,,,,,,,
20150167,2 ,2,9/12/2015 13:48,Completed,0:05:02,,,,,,,
20150167,1 ,3,9/12/2015 13:50,Completed,0:01:27,,,,,,,
20150167,3 ,4,9/12/2015 13:51,Completed,0:00:35,,,,,,,
20151043,1 ,1,8/30/2015 10:16,Completed,0:01:34,,,,,,,
20151043,3 ,2,8/30/2015 10:17,Completed,0:01:01,,,,,,,
20151043,2 ,3,8/30/2015 10:18,Completed,0:00:25,,,,,,,
20151043,2 ,4,8/30/2015 10:20,Completed,0:01:09,,,,,,,
20151043,1 ,5,8/30/2015 10:21,Completed,0:00:51,,,,,,,
20151043,3 ,6,8/30/2015 10:22,Completed,0:00:34,,,,,,,
20151043,3 ,7,8/30/2015 10:23,Completed,0:00:25,,,,,,,
20151043,2 ,8,8/30/2015 10:24,Completed,0:00:59,,,,,,,
20151043,2 ,9,8/30/2015 10:25,Completed,0:00:33,,,,,,,
20151043,2 ,10,8/30/2015 10:27,Completed,0:01:54,,,,,,,
20151043,2 ,11,8/30/2015 10:29,Completed,0:01:04,,,,,,,
20150684,3 ,1,8/25/2015 19:08,Completed,0:00:55,,,,,,,
20150684,2 ,2,9/19/2015 13:53,Completed,0:00:44,,,,,,,
20150467,3 ,1,9/19/2015 13:36,Completed,0:00:59,,,,,,,
20150489,3 ,1,9/17/2015 23:20,Completed,0:04:17,,,,,,,
20150625,3 ,1,8/25/2015 19:42,Completed,0:01:10,,,,,,,
20150700,2 ,1,8/22/2015 9:46,Completed,0:04:49,,,,,,,
20150700,1 ,2,8/22/2015 9:55,Completed,0:06:06,,,,,,,
20150700,2 ,3,8/22/2015 9:58,Completed,0:02:43,,,,,,,
20150700,2 ,4,8/22/2015 18:21,Completed,0:08:26,,,,,,,
20150700,3 ,5,8/22/2015 18:39,Completed,0:07:12,,,,,,,
20150700,3 ,6,9/19/2015 12:14,Completed,0:00:30,,,,,,,
20150700,3 ,7,9/19/2015 12:15,Completed,0:01:21,,,,,,,
20150700,3 ,8,9/19/2015 12:20,Completed,0:00:40,,,,,,,
20150700,3 ,9,9/19/2015 12:20,Completed,0:00:36,,,,,,,
20150700,2 ,10,9/19/2015 12:21,Completed,0:00:36,,,,,,,
20150700,3 ,11,9/19/2015 12:23,Completed,0:00:20,,,,,,,
20150462,2 ,1,8/26/2015 2:21,Completed,0:00:48,,,,,,,
20150462,2 ,2,8/30/2015 14:30,Completed,0:00:40,,,,,,,
20150462,1 ,3,8/30/2015 14:39,Completed,0:00:41,,,,,,,
20151136,1 ,1,8/27/2015 21:04,Completed,0:02:58,,,,,,,
20151136,2 ,2,8/27/2015 21:09,Completed,0:04:19,,,,,,,
20150180,3 ,1,9/14/2015 14:18,Completed,0:01:22,,,,,,,
20150469,1 ,1,8/28/2015 13:07,Completed,0:02:36,,,,,,,
20150469,3 ,2,8/28/2015 13:16,Completed,0:08:39,,,,,,,
20150469,3 ,3,8/28/2015 13:17,Completed,0:00:59,,,,,,,
20150469,3 ,4,8/28/2015 13:18,Completed,0:00:26,,,,,,,
20151085,2 ,1,8/30/2015 23:24,Completed,0:00:46,,,,,,,
20151085,3 ,2,8/30/2015 23:25,Completed,0:00:26,,,,,,,
20151104,2 ,1,8/30/2015 10:35,Completed,0:08:29,,,,,,,
20151104,3 ,2,8/30/2015 10:48,Completed,0:04:21,,,,,,,
20150454,2 ,1,8/24/2015 12:31,Completed,0:00:36,,,,,,,
20150454,2 ,2,8/24/2015 12:33,Completed,0:01:09,,,,,,,
20150454,2 ,3,8/24/2015 12:35,Completed,0:00:46,,,,,,,
20150454,3 ,4,8/24/2015 12:36,Completed,0:00:52,,,,,,,
20150454,2 ,5,8/24/2015 12:38,Completed,0:00:52,,,,,,,
20150454,3 ,6,8/24/2015 12:39,Completed,0:00:12,,,,,,,
20150454,1 ,7,8/24/2015 12:40,Completed,0:00:49,,,,,,,
20150454,2 ,8,8/24/2015 12:41,Completed,0:00:16,,,,,,,
20150454,1 ,9,8/24/2015 12:42,Completed,0:00:51,,,,,,,
20150454,3 ,10,8/24/2015 12:42,Completed,0:00:17,,,,,,,
20150454,1 ,11,8/24/2015 12:44,Completed,0:00:40,,,,,,,
20150454,3 ,12,8/24/2015 12:44,Completed,0:00:29,,,,,,,
20150454,0 ,13,8/24/2015 15:32,Completed,0:01:50,,,,,,,
20150454,0 ,14,8/24/2015 15:32,Completed,0:00:10,,,,,,,
20150454,0 ,15,8/24/2015 15:33,Completed,0:00:35,,,,,,,
20150454,2 ,16,8/31/2015 0:38,Completed,0:01:30,,,,,,,
20150454,0 ,17,8/31/2015 0:40,Completed,0:01:27,,,,,,,
20150454,1 ,18,8/31/2015 0:41,Completed,0:00:31,,,,,,,
20150454,2 ,19,8/31/2015 0:42,Completed,0:00:20,,,,,,,
20150454,1 ,20,8/31/2015 0:43,Completed,0:00:38,,,,,,,
20150454,1 ,21,8/31/2015 0:45,Completed,0:00:58,,,,,,,
20150454,1 ,22,8/31/2015 0:45,Completed,0:00:28,,,,,,,
20150454,1 ,23,8/31/2015 0:46,Completed,0:00:23,,,,,,,
20150454,0 ,24,8/31/2015 0:48,Completed,0:01:29,,,,,,,
20150454,2 ,25,8/31/2015 0:49,Completed,0:00:36,,,,,,,
20150454,2 ,26,9/5/2015 15:10,Completed,0:00:50,,,,,,,
20150454,1 ,27,9/5/2015 15:12,Completed,0:01:37,,,,,,,
20150454,3 ,28,9/5/2015 15:14,Completed,0:00:26,,,,,,,
20150454,3 ,29,9/5/2015 15:14,Completed,0:00:29,,,,,,,
20150454,2 ,30,9/5/2015 15:17,Completed,0:01:25,,,,,,,
20150454,3 ,31,9/5/2015 15:19,Completed,0:01:05,,,,,,,
20150454,2 ,32,9/5/2015 15:21,Completed,0:01:50,,,,,,,
20150454,2 ,33,9/5/2015 15:23,Completed,0:00:22,,,,,,,
20150454,1 ,34,9/5/2015 15:25,Completed,0:00:26,,,,,,,
20150454,2 ,35,9/5/2015 15:26,Completed,0:00:29,,,,,,,
20150454,0 ,36,9/5/2015 15:28,Completed,0:00:27,,,,,,,
20150454,0 ,37,9/5/2015 15:29,Completed,0:00:12,,,,,,,
20150454,0 ,38,9/5/2015 15:30,Completed,0:00:32,,,,,,,
20150454,1 ,39,9/5/2015 15:31,Completed,0:00:16,,,,,,,
20150454,1 ,40,9/5/2015 15:32,Completed,0:00:55,,,,,,,
20150454,2 ,41,9/5/2015 15:34,Completed,0:00:36,,,,,,,
20150454,0 ,42,9/5/2015 15:35,Completed,0:00:36,,,,,,,
20150454,0 ,43,9/5/2015 15:37,Completed,0:00:19,,,,,,,
20150454,0 ,44,9/5/2015 15:38,Completed,0:00:19,,,,,,,
20150454,0 ,45,9/5/2015 15:39,Completed,0:00:38,,,,,,,
20150454,2 ,46,9/5/2015 15:41,Completed,0:00:42,,,,,,,
20150454,0 ,47,9/5/2015 15:43,Completed,0:01:04,,,,,,,
20150454,0 ,48,9/5/2015 15:45,Completed,0:01:03,,,,,,,
20150454,1 ,49,9/5/2015 15:46,Completed,0:00:13,,,,,,,
20150454,3 ,50,9/5/2015 15:49,Completed,0:01:17,,,,,,,
20150454,0 ,51,9/5/2015 15:52,Completed,0:00:18,,,,,,,
20150454,1 ,52,9/5/2015 15:57,Completed,0:00:36,,,,,,,
20150454,0 ,53,9/5/2015 15:59,Completed,0:00:30,,,,,,,
20150454,0 ,54,9/5/2015 16:00,Completed,0:00:13,,,,,,,
20150454,0 ,55,9/5/2015 16:00,Completed,0:00:09,,,,,,,
20150454,0 ,56,9/5/2015 16:01,Completed,0:00:24,,,,,,,
20150454,1 ,57,9/5/2015 16:02,Completed,0:00:10,,,,,,,
20150454,1 ,58,9/5/2015 16:03,Completed,0:00:16,,,,,,,
20150454,1 ,59,9/5/2015 16:04,Completed,0:00:33,,,,,,,
20150454,0 ,60,9/5/2015 16:20,Completed,0:00:11,,,,,,,
20150454,0 ,61,9/5/2015 16:21,Completed,0:00:10,,,,,,,
20150454,0 ,62,9/5/2015 16:22,Completed,0:00:19,,,,,,,
20150454,0 ,63,9/5/2015 16:23,Completed,0:00:13,,,,,,,
20150454,0 ,64,9/5/2015 16:23,Completed,0:00:09,,,,,,,
20150454,0 ,65,9/5/2015 16:24,Completed,0:00:11,,,,,,,
20150454,0 ,66,9/5/2015 16:25,Completed,0:00:09,,,,,,,
20150454,0 ,67,9/5/2015 16:25,Completed,0:00:13,,,,,,,
20150454,0 ,68,9/5/2015 16:26,Completed,0:00:13,,,,,,,
20150454,1 ,69,9/5/2015 16:28,Completed,0:00:31,,,,,,,
20150454,1 ,70,9/5/2015 16:30,Completed,0:00:25,,,,,,,
20150454,0 ,71,9/5/2015 16:48,Completed,0:17:13,,,,,,,
20151138,1 ,1,8/30/2015 10:48,Completed,0:06:03,,,,,,,
20151138,2 ,2,8/30/2015 10:49,Completed,0:00:40,,,,,,,
20151138,2 ,3,8/30/2015 10:50,Completed,0:00:51,,,,,,,
20151138,1 ,4,8/30/2015 10:51,Completed,0:00:55,,,,,,,
20151138,3 ,5,8/30/2015 10:52,Completed,0:00:29,,,,,,,
20151138,2 ,6,8/30/2015 10:53,Completed,0:00:53,,,,,,,
20151138,1 ,7,8/30/2015 10:55,Completed,0:01:03,,,,,,,
20151138,2 ,8,8/30/2015 10:56,Completed,0:00:59,,,,,,,
20151138,2 ,9,8/30/2015 11:01,Completed,0:04:29,,,,,,,
20151138,1 ,10,8/30/2015 11:02,Completed,0:00:26,,,,,,,
20151138,2 ,11,8/30/2015 11:02,Completed,0:00:18,,,,,,,
20151138,3 ,12,8/30/2015 11:03,Completed,0:00:57,,,,,,,
20151138,3 ,13,8/30/2015 11:04,Completed,0:00:26,,,,,,,
20151138,2 ,14,8/30/2015 11:05,Completed,0:00:42,,,,,,,
20151138,1 ,15,8/30/2015 11:06,Completed,0:00:30,,,,,,,
20151138,3 ,16,8/30/2015 11:07,Completed,0:00:54,,,,,,,
20151138,2 ,17,8/30/2015 11:09,Completed,0:01:42,,,,,,,
20151138,3 ,18,8/30/2015 11:09,Completed,0:00:11,,,,,,,
20151138,2 ,19,8/30/2015 11:10,Completed,0:00:43,,,,,,,
20151138,1 ,20,8/30/2015 11:11,Completed,0:00:32,,,,,,,
20151138,2 ,21,8/30/2015 11:12,Completed,0:00:15,,,,,,,
20151138,3 ,22,8/30/2015 11:12,Completed,0:00:15,,,,,,,
20151138,1 ,23,8/30/2015 11:16,Completed,0:03:19,,,,,,,
20151138,2 ,24,8/30/2015 11:16,Completed,0:00:22,,,,,,,
20151138,3 ,25,8/30/2015 11:17,Completed,0:00:11,,,,,,,
20151138,2 ,26,8/30/2015 11:18,Completed,0:00:35,,,,,,,
20151138,1 ,27,8/30/2015 11:18,Completed,0:00:33,,,,,,,
20151138,3 ,28,8/30/2015 11:19,Completed,0:00:17,,,,,,,
20151138,3 ,29,8/30/2015 11:20,Completed,0:01:09,,,,,,,
20151138,2 ,30,8/30/2015 11:21,Completed,0:00:22,,,,,,,
20151138,3 ,31,8/30/2015 11:22,Completed,0:00:17,,,,,,,
20151138,2 ,32,9/19/2015 11:58,Completed,0:00:39,,,,,,,
20151138,3 ,33,9/19/2015 12:39,Completed,0:05:34,,,,,,,
20151138,3 ,34,9/19/2015 12:40,Completed,0:00:27,,,,,,,
20151138,3 ,35,9/19/2015 12:41,Completed,0:00:20,,,,,,,
20151138,3 ,36,9/19/2015 12:41,Completed,0:00:27,,,,,,,
20151138,3 ,37,9/19/2015 12:42,Completed,0:00:46,,,,,,,
20151138,2 ,38,9/19/2015 12:43,Completed,0:00:27,,,,,,,
20150641,2 ,1,8/25/2015 8:47,Completed,0:01:14,,,,,,,
20150641,3 ,2,8/25/2015 8:48,Completed,0:00:34,,,,,,,
20150641,1 ,3,8/25/2015 21:37,Completed,0:05:40,,,,,,,
20150641,2 ,4,8/25/2015 21:38,Completed,0:00:38,,,,,,,
20150641,2 ,5,8/25/2015 21:45,Completed,0:05:24,,,,,,,
20150641,2 ,6,8/25/2015 21:49,Completed,0:03:19,,,,,,,
20150641,2 ,7,8/25/2015 21:56,Completed,0:02:18,,,,,,,
20150641,1 ,8,8/29/2015 12:12,Completed,0:10:42,,,,,,,
20150641,3 ,9,8/29/2015 12:18,Completed,0:05:11,,,,,,,
20150641,3 ,10,8/29/2015 12:20,Completed,0:01:36,,,,,,,
20150641,3 ,11,8/29/2015 12:24,Completed,0:03:24,,,,,,,
20150641,3 ,12,8/29/2015 12:26,Completed,0:01:38,,,,,,,
20150140,3 ,1,8/29/2015 15:40,Completed,0:00:58,,,,,,,
20150140,2 ,2,8/29/2015 15:43,Completed,0:02:12,,,,,,,
20150774,1 ,1,8/30/2015 14:58,Completed,0:01:11,,,,,,,
20150774,3 ,2,8/30/2015 15:48,Completed,0:01:05,,,,,,,
20150774,2 ,3,8/30/2015 17:59,Completed,0:01:43,,,,,,,
20150774,2 ,4,8/30/2015 18:01,Completed,0:01:37,,,,,,,
20150774,1 ,5,8/30/2015 19:17,Completed,0:02:29,,,,,,,
20150774,2 ,6,8/30/2015 19:20,Completed,0:02:24,,,,,,,
20150774,3 ,7,8/30/2015 19:21,Completed,0:01:27,,,,,,,
20150774,1 ,8,8/30/2015 19:23,Completed,0:00:59,,,,,,,
20150774,1 ,9,8/30/2015 19:24,Completed,0:01:17,,,,,,,
20150774,3 ,10,8/30/2015 19:25,Completed,0:00:19,,,,,,,
20150774,2 ,11,8/30/2015 19:26,Completed,0:00:27,,,,,,,
20150774,1 ,12,8/30/2015 19:28,Completed,0:02:06,,,,,,,
20150774,3 ,13,8/30/2015 19:29,Completed,0:00:36,,,,,,,
20150774,3 ,14,8/30/2015 19:30,Completed,0:00:25,,,,,,,
20150774,3 ,15,8/30/2015 19:31,Completed,0:00:40,,,,,,,
20150774,3 ,16,8/30/2015 19:32,Completed,0:00:25,,,,,,,
20150774,2 ,17,8/30/2015 19:33,Completed,0:00:43,,,,,,,
20150774,3 ,18,8/30/2015 19:33,Completed,0:00:21,,,,,,,
20150774,3 ,19,8/30/2015 19:37,Completed,0:00:29,,,,,,,
20150774,3 ,20,8/30/2015 19:37,Completed,0:00:10,,,,,,,
20151037,3 ,1,8/30/2015 15:31,Completed,0:01:34,,,,,,,
20151037,0 ,2,9/19/2015 13:10,Completed,0:03:20,,,,,,,
20151037,3 ,3,9/19/2015 13:11,Completed,0:00:34,,,,,,,
20150048,2 ,1,8/27/2015 17:37,Completed,0:00:37,,,,,,,
20150048,2 ,2,8/27/2015 17:40,Completed,0:00:45,,,,,,,
20150048,3 ,3,8/27/2015 17:45,Completed,0:00:37,,,,,,,
20150714,1 ,1,8/27/2015 14:29,Completed,0:00:34,,,,,,,
20150714,0 ,2,8/27/2015 14:31,Completed,0:01:02,,,,,,,
20150714,2 ,3,9/18/2015 17:31,Completed,0:00:56,,,,,,,
20150714,0 ,4,9/18/2015 17:32,Completed,0:00:42,,,,,,,
20150981,1 ,1,8/23/2015 14:05,Completed,0:00:54,,,,,,,
20150981,1 ,2,8/23/2015 14:06,Completed,0:00:30,,,,,,,
20150981,0 ,3,8/23/2015 14:08,Completed,0:00:49,,,,,,,
20150981,1 ,4,9/15/2015 14:19,Completed,0:01:02,,,,,,,
20150981,3 ,5,9/15/2015 14:20,Completed,0:00:34,,,,,,,
20150981,1 ,6,9/15/2015 14:21,Completed,0:00:55,,,,,,,
20150981,1 ,7,9/19/2015 11:10,Completed,0:00:50,,,,,,,
20150981,3 ,8,9/19/2015 11:11,Completed,0:00:39,,,,,,,
20150981,2 ,9,9/19/2015 11:12,Completed,0:00:42,,,,,,,
20150981,1 ,10,9/19/2015 11:13,Completed,0:00:48,,,,,,,
20150981,3 ,11,9/19/2015 11:15,Completed,0:00:44,,,,,,,
20150981,1 ,12,9/19/2015 11:18,Completed,0:02:58,,,,,,,
20150981,3 ,13,9/19/2015 11:19,Completed,0:00:28,,,,,,,
20150981,3 ,14,9/19/2015 11:20,Completed,0:01:16,,,,,,,
20150981,3 ,15,9/19/2015 11:21,Completed,0:00:14,,,,,,,
20150832,2 ,1,8/26/2015 23:52,Completed,0:00:53,,,,,,,
20150832,2 ,2,8/26/2015 23:53,Completed,0:00:36,,,,,,,
20150832,3 ,3,8/26/2015 23:53,Completed,0:00:21,,,,,,,
20150580,3 ,1,9/17/2015 2:11,Completed,0:04:18,,,,,,,
20150181,0 ,1,8/30/2015 19:35,Completed,0:01:16,,,,,,,
20150181,2 ,2,8/30/2015 19:42,Completed,0:00:23,,,,,,,
20150871,2 ,1,9/19/2015 14:49,Completed,0:00:53,,,,,,,
20150871,2 ,2,9/19/2015 14:50,Completed,0:00:27,,,,,,,
20150220,2 ,1,8/30/2015 11:57,Completed,0:01:11,,,,,,,
20150220,3 ,2,8/30/2015 11:59,Completed,0:00:49,,,,,,,
20150220,2 ,3,8/30/2015 12:00,Completed,0:00:58,,,,,,,
20150220,2 ,4,8/30/2015 12:04,Completed,0:03:28,,,,,,,
20150220,2 ,5,8/30/2015 12:06,Completed,0:01:00,,,,,,,
20150220,3 ,6,8/30/2015 12:08,Completed,0:02:13,,,,,,,
20150220,3 ,7,8/30/2015 12:09,Completed,0:00:42,,,,,,,
20150220,3 ,8,8/30/2015 12:10,Completed,0:00:33,,,,,,,
20150656,1 ,1,8/25/2015 16:38,Completed,0:00:37,,,,,,,
20150656,2 ,2,8/25/2015 16:39,Completed,0:00:24,,,,,,,
20150656,1 ,3,8/25/2015 16:44,Completed,0:00:59,,,,,,,
20150656,1 ,4,8/25/2015 16:45,Completed,0:00:42,,,,,,,
20150656,3 ,5,8/25/2015 16:46,Completed,0:00:25,,,,,,,
20150656,0 ,6,8/25/2015 16:47,Completed,0:00:33,,,,,,,
20150656,2 ,7,8/25/2015 16:49,Completed,0:00:30,,,,,,,
20150656,3 ,8,8/25/2015 16:50,Completed,0:00:20,,,,,,,
20150656,1 ,9,8/25/2015 16:51,Completed,0:01:12,,,,,,,
20150656,3 ,10,8/25/2015 16:53,Completed,0:00:39,,,,,,,
20150656,3 ,11,8/26/2015 22:28,Completed,0:00:39,,,,,,,
20150656,3 ,12,8/27/2015 17:17,Completed,0:01:11,,,,,,,
20150656,3 ,13,8/27/2015 17:20,Completed,0:00:40,,,,,,,
20150132,1 ,1,8/27/2015 19:58,Completed,0:01:11,,,,,,,
20150132,0 ,2,8/27/2015 20:39,Completed,0:17:02,,,,,,,
20150132,1 ,3,9/19/2015 11:17,Completed,0:01:19,,,,,,,
20150132,1 ,4,9/19/2015 11:18,Completed,0:00:32,,,,,,,
20150132,2 ,5,9/19/2015 11:19,Completed,0:00:40,,,,,,,
20150132,1 ,6,9/19/2015 11:20,Completed,0:00:39,,,,,,,
20150132,2 ,7,9/19/2015 11:22,Completed,0:01:10,,,,,,,
20150643,3 ,1,9/19/2015 10:22,Completed,0:02:20,,,,,,,
